"date","account","payee","notes","category","amount"
"2025-02-27","Kreditkarte","","Bake & Soda                DEU Hamburg                EUR             15,02      Umsatz vom 25.02.2025      MC Hauptkarte Basislastschrift","","-15,02"
"2025-02-26","Kreditkarte","","Bucerius Book Shop         DEU Hamburg                EUR             35,90      Umsatz vom 24.02.2025      MC Hauptkarte Basislastschrift","","-35,90"
"2025-02-26","Kreditkarte","","BUCERIUS KUNST FORUM G     DEU HAMBURG                EUR             18,00      Umsatz vom 24.02.2025      MC Hauptkarte Basislastschrift","","-18,00"
"2025-02-26","Kreditkarte","","MUJI                       DEU Hamburg                EUR             94,20      Umsatz vom 24.02.2025      MC Hauptkarte Basislastschrift","","-94,20"
"2025-02-26","Kreditkarte","","PAYPAL *HELLOFRESH         DEU 35314369001            EUR             71,47      Umsatz vom 24.02.2025      MC Hauptkarte Basislastschrift","","-71,47"
"2025-02-26","Kreditkarte","","Thaemers & Buhbe oHG       DEU Hamburg                EUR             80,00      Umsatz vom 24.02.2025      MC Hauptkarte Basislastschrift","","-80,00"
"2025-02-25","Kreditkarte","","WWW.SVAADISH.DE            DEU HAMBURG                EUR             76,78      Umsatz vom 23.02.2025      MC Hauptkarte Basislastschrift","","-76,78"
"2025-02-25","Kreditkarte","","Hotel am Tiergarten        DEU Karlsruhe              EUR             19,00      Umsatz vom 23.02.2025      MC Hauptkarte Basislastschrift","","-19,00"
"2025-02-25","Kreditkarte","","Christoph-Apotheke         DEU Pforzheim              EUR             25,28      Umsatz vom 22.02.2025      MC Hauptkarte Basislastschrift","Pharmacy & Health","-25,28"
"2025-02-25","Kreditkarte","","OSIANDER 28 2              DEU Calw                   EUR             16,80      Umsatz vom 21.02.2025      MC Hauptkarte Basislastschrift","","-16,80"
"2025-02-24","Kreditkarte","","Hess Natur-Textilien G     DEU www.hessnatur          EUR             54,76      Umsatz vom 20.02.2025      MC Hauptkarte Basislastschrift","","-54,76"
"2025-02-21","Kreditkarte","","GITES DE FRANCE            FRA MONT ST AIGNA          EUR            304,00      Umsatz vom 18.02.2025      MC Hauptkarte Basislastschrift","","-304,00"
"2025-02-19","Kreditkarte","","MTB TANKSTELLE             DEU Bad Liebenzel          EUR             27,00      Umsatz vom 17.02.2025      MC Hauptkarte Basislastschrift","Fuel","-27,00"
"2025-02-19","Kreditkarte","","MTB TANKSTELLE             DEU Bad Liebenzel          EUR             57,10      Umsatz vom 17.02.2025      MC Hauptkarte Basislastschrift","Fuel","-57,10"
"2025-02-19","Kreditkarte","","PAYPAL *HELLOFRESH         DEU 35314369001            EUR             46,99      Umsatz vom 17.02.2025      MC Hauptkarte Basislastschrift","","-46,99"
"2025-02-19","Kreditkarte","","AMZN Mktp DE*RT9LB3W54     LUX 800-279-6620           EUR              7,91      Umsatz vom 17.02.2025      MC Hauptkarte Basislastschrift","","-7,91"
"2025-02-18","Kreditkarte","","Hornbach Baumarkt AG F     DEU Pforzheim              EUR              7,39      Umsatz vom 15.02.2025      MC Hauptkarte Basislastschrift","","-7,39"
"2025-02-18","Kreditkarte","","Alnatura Produktions u     DEU Karlsruhe              EUR             71,04      Umsatz vom 15.02.2025      MC Hauptkarte Basislastschrift","","-71,04"
"2025-02-18","Kreditkarte","","IF SFM IKEA 551 KARLSR     DEU KARLSRUHE              EUR             12,16      Umsatz vom 15.02.2025      MC Hauptkarte Basislastschrift","","-12,16"
"2025-02-18","Kreditkarte","","IF IKEA 551 KARLSRUHE      DEU KARLSRUHE              EUR             12,80      Umsatz vom 15.02.2025      MC Hauptkarte Basislastschrift","","-12,80"
"2025-02-18","Kreditkarte","","PAYPAL *WHITEALBUMI        DEU 35314369001            EUR             60,00      Umsatz vom 14.02.2025      MC Hauptkarte Basislastschrift","Groceries","-60,00"
"2025-02-17","Kreditkarte","","Parkhaus Kaufland          DEU Calw                   EUR              3,00      Umsatz vom 13.02.2025      MC Hauptkarte Basislastschrift","Groceries","-3,00"
"2025-02-13","Kreditkarte","","REWE Pforzheim/Nor         DEU Pforzheim              EUR             11,54      Umsatz vom 11.02.2025      MC Hauptkarte Basislastschrift","Groceries","-11,54"
"2025-02-12","Kreditkarte","","PAYPAL *HELLOFRESH         DEU 35314369001            EUR             69,52      Umsatz vom 09.02.2025      MC Hauptkarte Basislastschrift","","-69,52"
"2025-02-11","Kreditkarte","","SP LEINEREI.COM            DEU ANDERNACH              EUR             87,55      Umsatz vom 09.02.2025      MC Hauptkarte Basislastschrift","","-87,55"
"2025-02-11","Kreditkarte","","KULTURZENTRUM TOLLHAUS     DEU KARLSRUHE              EUR             69,00      Umsatz vom 09.02.2025      MC Hauptkarte Basislastschrift","","-69,00"
"2025-02-11","Kreditkarte","","ALDI SUED                  DEU Pforzheim              EUR             47,05      Umsatz vom 08.02.2025      MC Hauptkarte Basislastschrift","Groceries","-47,05"
"2025-02-11","Kreditkarte","","Christoph-Apotheke         DEU Pforzheim              EUR             16,33      Umsatz vom 08.02.2025      MC Hauptkarte Basislastschrift","Pharmacy & Health","-16,33"
"2025-02-11","Kreditkarte","","REWE Pforzheim/Nor         DEU Pforzheim              EUR             41,12      Umsatz vom 07.02.2025      MC Hauptkarte Basislastschrift","Groceries","-41,12"
"2025-02-11","Kreditkarte","","OSIANDER 28 2              DEU Calw                   EUR              7,99      Umsatz vom 06.02.2025      MC Hauptkarte Basislastschrift","","-7,99"
"2025-02-10","Kreditkarte","","AMZN Mktp DE*TK6Y88AB4     LUX 800-279-6620           EUR             56,91      Umsatz vom 07.02.2025      MC Hauptkarte Basislastschrift","","-56,91"
"2025-02-07","Kreditkarte","","ALDI SUED                  DEU Calw                   EUR             49,14      Umsatz vom 05.02.2025      MC Hauptkarte Basislastschrift","Groceries","-49,14"
"2025-02-07","Kreditkarte","","C&A Haus 2143              DEU Calw                   EUR             13,98      Umsatz vom 05.02.2025      MC Hauptkarte Basislastschrift","Online Shopping","-13,98"
"2025-02-06","Kreditkarte","","PAYPAL *HANDYHUELLE HA     NLD 35314369001            EUR             38,01      Umsatz vom 02.02.2025      MC Hauptkarte Basislastschrift","Electronics & Technology","-38,01"
"2025-02-05","Kreditkarte","","REWE Pforzheim/Nor         DEU Pforzheim              EUR             69,61      Umsatz vom 03.02.2025      MC Hauptkarte Basislastschrift","Groceries","-69,61"
"2025-02-05","Kreditkarte","","DM-Drogerie Markt          DEU Pforzheim              EUR             82,10      Umsatz vom 03.02.2025      MC Hauptkarte Basislastschrift","Pharmacy & Health","-82,10"
"2025-02-05","Kreditkarte","","PAYPAL *HELLOFRESH         DEU 35314369001            EUR             57,97      Umsatz vom 02.02.2025      MC Hauptkarte Basislastschrift","","-57,97"
"2025-02-04","Kreditkarte","","TP Tankstelle Broetzin     DEU Pforzheim              EUR             21,71      Umsatz vom 02.02.2025      MC Hauptkarte Basislastschrift","Fuel","-21,71"
"2025-02-04","Kreditkarte","","PAYPAL *HANDYHUELLE HA     NLD 35314369001            EUR             19,98      Umsatz vom 30.01.2025      MC Hauptkarte Basislastschrift","Electronics & Technology","-19,98"
"2025-02-04","Kreditkarte","","PAYPAL *HANDYHUELLE HA     NLD 35314369001            EUR             19,98      Umsatz vom 30.01.2025      MC Hauptkarte Basislastschrift","Electronics & Technology","-19,98"
"2025-02-03","Kreditkarte","","Abrechnung vom 31.01.2025  MC Hauptkarte ?berweisungsgutschr.","","1861,67"
"2025-01-29","Kreditkarte","","MTB TANKSTELLE             DEU Bad Liebenzel          EUR             64,95      Umsatz vom 27.01.2025      MC Hauptkarte Basislastschrift","Fuel","-64,95"
"2025-01-29","Kreditkarte","","PAYPAL *HELLOFRESH         DEU 35314369001            EUR             67,67      Umsatz vom 26.01.2025      MC Hauptkarte Basislastschrift","","-67,67"
"2025-01-28","Kreditkarte","","AMZN Mktp DE*GQ6DK4365     LUX 800-279-6620           EUR              7,99      Umsatz vom 24.01.2025      MC Hauptkarte Basislastschrift","","-7,99"
"2025-01-28","Kreditkarte","","AMZN Mktp DE*KL3BX7385     LUX 800-279-6620           EUR              9,99      Umsatz vom 24.01.2025      MC Hauptkarte Basislastschrift","","-9,99"
"2025-01-24","Kreditkarte","","Netto Marken-Discount      DEU Pforzheim              EUR              7,21      Umsatz vom 22.01.2025      MC Hauptkarte Basislastschrift","Groceries","-7,21"
"2025-01-24","Kreditkarte","","Christoph-Apotheke         DEU Pforzheim              EUR             30,98      Umsatz vom 22.01.2025      MC Hauptkarte Basislastschrift","Pharmacy & Health","-30,98"
"2025-01-23","Kreditkarte","","PAYPAL *EASYPARK           SWE 35314369001            EUR              1,69      Umsatz vom 21.01.2025      MC Hauptkarte Basislastschrift","","-1,69"
"2025-01-23","Kreditkarte","","PAYPAL *OUTSPOT            BEL 35314369001            EUR             10,90      Umsatz vom 21.01.2025      MC Hauptkarte Basislastschrift","","-10,90"
"2025-01-22","Kreditkarte","","momox AG                   DEU Berlin                 EUR             25,77      Umsatz vom 21.01.2025      MC Hauptkarte Basislastschrift","","-25,77"
"2025-01-22","Kreditkarte","","REWE Pforzheim/Nor         DEU Pforzheim              EUR             57,44      Umsatz vom 20.01.2025      MC Hauptkarte Basislastschrift","Groceries","-57,44"
"2025-01-22","Kreditkarte","","PAYPAL *HELLOFRESH         DEU 35314369001            EUR             67,67      Umsatz vom 19.01.2025      MC Hauptkarte Basislastschrift","","-67,67"
"2025-01-21","Kreditkarte","","www.armedangels.de         DEU Koeln                  EUR             64,80      Umsatz vom 19.01.2025      MC Hauptkarte Basislastschrift","","-64,80"
"2025-01-21","Kreditkarte","","Waldhorn Hotel             DEU Friedrichshaf          EUR            143,90      Umsatz vom 18.01.2025      MC Hauptkarte Basislastschrift","","-143,90"
"2025-01-21","Kreditkarte","","TECHNISCHE WERKE FRIED     DEU FRIEDRICHSHAF          EUR             17,00      Umsatz vom 18.01.2025      MC Hauptkarte Basislastschrift","","-17,00"
"2025-01-21","Kreditkarte","","AMBIENTE LINDAU            DEU Lindau (Boden          EUR             61,80      Umsatz vom 18.01.2025      MC Hauptkarte Basislastschrift","","-61,80"
"2025-01-21","Kreditkarte","","INSEL OUTLET               DEU LINDAU                 EUR             22,99      Umsatz vom 18.01.2025      MC Hauptkarte Basislastschrift","","-22,99"
"2025-01-21","Kreditkarte","","WEBER UND WEISS GMBH       DEU FRIEDRICHSHAF          EUR             11,02      Umsatz vom 18.01.2025      MC Hauptkarte Basislastschrift","","-11,02"
"2025-01-21","Kreditkarte","","OSIANDER 739 4             DEU Friedrichshaf          EUR              9,99      Umsatz vom 18.01.2025      MC Hauptkarte Basislastschrift","","-9,99"
"2025-01-21","Kreditkarte","","WEBER UND WEISS GMBH       DEU FRIEDRICHSHAF          EUR              8,40      Umsatz vom 18.01.2025      MC Hauptkarte Basislastschrift","","-8,40"
"2025-01-21","Kreditkarte","","REWE Jochen Widman         DEU Friedrichshaf          EUR             10,99      Umsatz vom 17.01.2025      MC Hauptkarte Basislastschrift","Groceries","-10,99"
"2025-01-21","Kreditkarte","","OSIANDER 28 2              DEU Calw                   EUR             28,62      Umsatz vom 16.01.2025      MC Hauptkarte Basislastschrift","","-28,62"
"2025-01-17","Kreditkarte","","OSIANDER 28 3              DEU Calw                   EUR             15,00      Umsatz vom 14.01.2025      MC Hauptkarte Basislastschrift","","-15,00"
"2025-01-15","Kreditkarte","","MTB TANKSTELLE             DEU Bad Liebenzel          EUR             52,99      Umsatz vom 13.01.2025      MC Hauptkarte Basislastschrift","Fuel","-52,99"
"2025-01-15","Kreditkarte","","PAYPAL *HELLOFRESH         DEU 35314369001            EUR             57,97      Umsatz vom 12.01.2025      MC Hauptkarte Basislastschrift","","-57,97"
"2025-01-14","Kreditkarte","","mint-bistro cafe bar c     DEU Karlsruhe              EUR             23,45      Umsatz vom 12.01.2025      MC Hauptkarte Basislastschrift","Restaurants & Dining","-23,45"
"2025-01-14","Kreditkarte","","STAEDTISCHE GALERIE        DEU Karlsruhe              EUR             20,00      Umsatz vom 12.01.2025      MC Hauptkarte Basislastschrift","","-20,00"
"2025-01-14","Kreditkarte","","ALDI SUED                  DEU Pforzheim              EUR             15,71      Umsatz vom 11.01.2025      MC Hauptkarte Basislastschrift","Groceries","-15,71"
"2025-01-14","Kreditkarte","","GAUTHEROT                  FRA HAGUENAU               EUR             19,40      Umsatz vom 11.01.2025      MC Hauptkarte Basislastschrift","","-19,40"
"2025-01-14","Kreditkarte","","CASA HAGUENAU 1            FRA SCHWEIGHOUSE           EUR             87,20      Umsatz vom 11.01.2025      MC Hauptkarte Basislastschrift","","-87,20"
"2025-01-08","Kreditkarte","","AUCHAN SCHWEIGH            FRA SCHWEIGHOUSE           EUR             54,59      Umsatz vom 06.01.2025      MC Hauptkarte Basislastschrift","","-54,59"
"2025-01-08","Kreditkarte","","MAISONS DU MONDE           FRA ILLKIRCH GRAF          EUR             36,95      Umsatz vom 06.01.2025      MC Hauptkarte Basislastschrift","","-36,95"
"2025-01-08","Kreditkarte","","CASA HAGUENAU 1            FRA SCHWEIGHOUSE           EUR            117,57      Umsatz vom 06.01.2025      MC Hauptkarte Basislastschrift","","-117,57"
"2025-01-08","Kreditkarte","","GAUTHEROT                  FRA HAGUENAU               EUR              8,05      Umsatz vom 06.01.2025      MC Hauptkarte Basislastschrift","","-8,05"
"2025-01-08","Kreditkarte","","MONOPRIX                   FRA HAGUENAU               EUR             10,99      Umsatz vom 06.01.2025      MC Hauptkarte Basislastschrift","","-10,99"
"2025-01-08","Kreditkarte","","VILLE DE HAGUENAU          FRA HAGUENAU               EUR              1,20      Umsatz vom 06.01.2025      MC Hauptkarte Basislastschrift","","-1,20"
"2025-01-08","Kreditkarte","","PAYPAL *HELLOFRESH         DEU 35314369001            EUR             67,67      Umsatz vom 05.01.2025      MC Hauptkarte Basislastschrift","","-67,67"
"2025-01-07","Kreditkarte","","Netto Marken-Discount      DEU Pforzheim              EUR              5,38      Umsatz vom 04.01.2025      MC Hauptkarte Basislastschrift","Groceries","-5,38"
"2025-01-07","Kreditkarte","","OSIANDER 28 2              DEU Calw                   EUR             26,98      Umsatz vom 02.01.2025      MC Hauptkarte Basislastschrift","","-26,98"
"2025-01-07","Kreditkarte","","Agip Service-Station       DEU Pforzheim              EUR             90,00      Umsatz vom 02.01.2025      MC Hauptkarte Basislastschrift","","-90,00"
"2025-01-07","Kreditkarte","","MTB TANKSTELLE             DEU Bad Liebenzel          EUR             15,30      Umsatz vom 02.01.2025      MC Hauptkarte Basislastschrift","Fuel","-15,30"
"2025-01-03","Kreditkarte","","DM-Drogerie Markt          DEU Pforzheim              EUR             79,75      Umsatz vom 30.12.2024      MC Hauptkarte Basislastschrift","Pharmacy & Health","-79,75"
"2025-01-03","Kreditkarte","","MTB TANKSTELLE             DEU Bad Liebenzel          EUR             57,20      Umsatz vom 30.12.2024      MC Hauptkarte Basislastschrift","Fuel","-57,20"
"2025-01-03","Kreditkarte","","KATZ DER B CKER GMBH       DEU MARBACH                EUR             50,00      Umsatz vom 28.12.2024      MC Hauptkarte Basislastschrift","","-50,00"
"2025-01-03","Kreditkarte","","KATZ DER B CKER GMBH       DEU MARBACH                EUR              8,39      Umsatz vom 28.12.2024      MC Hauptkarte Basislastschrift","","-8,39"
"2025-01-03","Kreditkarte","","GETRAENKEMARKT PFORZHE     DEU PFORZHEIM              EUR              9,49      Umsatz vom 28.12.2024      MC Hauptkarte Basislastschrift","","-9,49"
"2025-01-03","Kreditkarte","","RESIDENZ HOTELBETRIEBS     DEU BADEN-BADEN            EUR              4,00      Umsatz vom 31.12.2024      MC Hauptkarte Basislastschrift","","-4,00"
"2025-01-03","Kreditkarte","","Gmeiner Confiserie und     DEU Baden-Baden            EUR             30,00      Umsatz vom 31.12.2024      MC Hauptkarte Basislastschrift","","-30,00"
"2025-01-03","Kreditkarte","","WAGENER GALERIE BADEN      DEU BADEN- BADEN           EUR             47,94      Umsatz vom 31.12.2024      MC Hauptkarte Basislastschrift","","-47,94"
"2025-01-03","Kreditkarte","","DM-Drogerie Markt          DEU Baden-Baden            EUR              2,95      Umsatz vom 31.12.2024      MC Hauptkarte Basislastschrift","Pharmacy & Health","-2,95"
"2025-01-03","Kreditkarte","","KATZ DER B CKER GMBH       DEU PFORZHEIM              EUR             20,00      Umsatz vom 31.12.2024      MC Hauptkarte Basislastschrift","","-20,00"
"2025-01-03","Kreditkarte","","PAYPAL *HELLOFRESH         DEU 35314369001            EUR             74,87      Umsatz vom 31.12.2024      MC Hauptkarte Basislastschrift","","-74,87"
"2025-01-03","Kreditkarte","","REWE Pforzheim/Nor         DEU Pforzheim              EUR             18,91      Umsatz vom 30.12.2024      MC Hauptkarte Basislastschrift","Groceries","-18,91"
"2025-01-02","Kreditkarte","","Abrechnung vom 30.12.2024  MC Hauptkarte ?berweisungsgutschr.","","2095,62"
"2024-12-30","Kreditkarte","","PAYPAL *KARSDE66           DEU 721964050              EUR             34,50      Umsatz vom 26.12.2024      MC Hauptkarte Basislastschrift","","-34,50"
"2024-12-30","Kreditkarte","","PAYPAL *BOETTCHERAG        DEU 36424768435            EUR             47,42      Umsatz vom 26.12.2024      MC Hauptkarte Basislastschrift","","-47,42"
"2024-12-30","Kreditkarte","","OSIANDER 28 3              DEU Calw                   EUR             19,99      Umsatz vom 24.12.2024      MC Hauptkarte Basislastschrift","","-19,99"
"2024-12-30","Kreditkarte","","PAYPAL *HEISE SHOP         DEU 35314369001            EUR             14,90      Umsatz vom 23.12.2024      MC Hauptkarte Basislastschrift","","-14,90"
"2024-12-30","Kreditkarte","","PAYPAL *MINGZHAQ3JC        HKG 4029357733             EUR             65,58      1,50% AUSLANDSUMS.     0,98Umsatz vom 23.12.2024      MC Hauptkarte Basislastschrift","","-66,56"
"2024-12-27","Kreditkarte","","DerA.                      DEU Pforzheim              EUR              9,80      Umsatz vom 22.12.2024      MC Hauptkarte Basislastschrift","","-9,80"
"2024-12-27","Kreditkarte","","Mast&Oehlert Mineralol     DEU Pforzheim              EUR             18,00      Umsatz vom 22.12.2024      MC Hauptkarte Basislastschrift","","-18,00"
"2024-12-27","Kreditkarte","","OSIANDER 28 2              DEU Calw                   EUR             23,76      Umsatz vom 21.12.2024      MC Hauptkarte Basislastschrift","","-23,76"
"2024-12-27","Kreditkarte","","AMAZON PRIM* 1M8PT9VI5     LUX LUXEMBOURG             EUR             89,90      Umsatz vom 21.12.2024      MC Hauptkarte Basislastschrift","Online Shopping","-89,90"
"2024-12-27","Kreditkarte","","REWE Pforzheim/Nor         DEU Pforzheim              EUR             42,58      Umsatz vom 20.12.2024      MC Hauptkarte Basislastschrift","Groceries","-42,58"
"2024-12-27","Kreditkarte","","ALDI SUED                  DEU Pforzheim              EUR             28,08      Umsatz vom 20.12.2024      MC Hauptkarte Basislastschrift","Groceries","-28,08"
"2024-12-27","Kreditkarte","","GETRAENKEMARKT PFORZHE     DEU PFORZHEIM              EUR             14,09      Umsatz vom 20.12.2024      MC Hauptkarte Basislastschrift","","-14,09"
"2024-12-27","Kreditkarte","","KAUFLAND PFORZHEIM NOR     DEU PFORZHEIM              EUR             47,07      Umsatz vom 20.12.2024      MC Hauptkarte Basislastschrift","Groceries","-47,07"
"2024-12-23","Kreditkarte","","Christoph-Apotheke         DEU Pforzheim              EUR              7,00      Umsatz vom 19.12.2024      MC Hauptkarte Basislastschrift","Pharmacy & Health","-7,00"
"2024-12-23","Kreditkarte","","OSIANDER 28 2              DEU Calw                   EUR             45,50      Umsatz vom 18.12.2024      MC Hauptkarte Basislastschrift","","-45,50"
"2024-12-23","Kreditkarte","","PAYPAL *OSIANDER           DEU 35314369001            EUR             12,19      Umsatz vom 15.12.2024      MC Hauptkarte Basislastschrift","","-12,19"
"2024-12-20","Kreditkarte","","KAUFLAND PFORZHEIM NOR     DEU PFORZHEIM              EUR             33,48      Umsatz vom 17.12.2024      MC Hauptkarte Basislastschrift","Groceries","-33,48"
"2024-12-19","Kreditkarte","","GARTENCENTER STREB         DEU PFORZHEIM              EUR             73,89      Umsatz vom 17.12.2024      MC Hauptkarte Basislastschrift","","-73,89"
"2024-12-19","Kreditkarte","","momox AG                   DEU Berlin                 EUR            131,68      Umsatz vom 18.12.2024      MC Hauptkarte ?berweisungsgutschr.","","131,68"
"2024-12-18","Kreditkarte","","ALDI SUED                  DEU Pforzheim              EUR             56,23      Umsatz vom 16.12.2024      MC Hauptkarte Basislastschrift","Groceries","-56,23"
"2024-12-18","Kreditkarte","","Christoph-Apotheke         DEU Pforzheim              EUR             12,95      Umsatz vom 16.12.2024      MC Hauptkarte Basislastschrift","Pharmacy & Health","-12,95"
"2024-12-18","Kreditkarte","","JET-Tankstelle             DEU Pforzheim              EUR             75,92      Umsatz vom 16.12.2024      MC Hauptkarte Basislastschrift","Fuel","-75,92"
"2024-12-18","Kreditkarte","","PAYPAL *HELLOFRESH         DEU 35314369001            EUR             67,67      Umsatz vom 16.12.2024      MC Hauptkarte Basislastschrift","","-67,67"
"2024-12-17","Kreditkarte","","Sehne Backwaren Fil.11     DEU Calw                   EUR              6,83      Umsatz vom 14.12.2024      MC Hauptkarte Basislastschrift","","-6,83"
"2024-12-17","Kreditkarte","","DM-Drogerie Markt          DEU Pforzheim              EUR             20,55      Umsatz vom 13.12.2024      MC Hauptkarte Basislastschrift","Pharmacy & Health","-20,55"
"2024-12-17","Kreditkarte","","AMZN Mktp DE*WZ5ZN6OR5     LUX 800-279-6620           EUR             37,99      Umsatz vom 13.12.2024      MC Hauptkarte Basislastschrift","","-37,99"
"2024-12-17","Kreditkarte","","OSIANDER 28 2              DEU Calw                   EUR             27,27      Umsatz vom 12.12.2024      MC Hauptkarte Basislastschrift","","-27,27"
"2024-12-17","Kreditkarte","","SP ANKERHERZ VERLAG        DEU HOLLENSTEDT            EUR             82,73      Umsatz vom 15.12.2024      MC Hauptkarte Basislastschrift","","-82,73"
"2024-12-17","Kreditkarte","","NATIONAL THEATER           DEU Mannheim               EUR             25,00      Umsatz vom 15.12.2024      MC Hauptkarte Basislastschrift","Entertainment","-25,00"
"2024-12-16","Kreditkarte","","DM-Drogerie Markt          DEU Calw                   EUR             34,15      Umsatz vom 12.12.2024      MC Hauptkarte Basislastschrift","Pharmacy & Health","-34,15"
"2024-12-13","Kreditkarte","","MTB TANKSTELLE             DEU Bad Liebenzel          EUR             58,20      Umsatz vom 11.12.2024      MC Hauptkarte Basislastschrift","Fuel","-58,20"
"2024-12-13","Kreditkarte","","OSIANDER 28 2              DEU Calw                   EUR             11,54      Umsatz vom 10.12.2024      MC Hauptkarte Basislastschrift","","-11,54"
"2024-12-13","Kreditkarte","","CAMPING WAGNER             DEU NIDDA                  EUR              2,95      Umsatz vom 11.12.2024      MC Hauptkarte ?berweisungsgutschr.","","2,95"
"2024-12-12","Kreditkarte","","Sehne Backwaren Fil.11     DEU Calw                   EUR              9,90      Umsatz vom 10.12.2024      MC Hauptkarte Basislastschrift","","-9,90"
"2024-12-11","Kreditkarte","","PAYPAL *HELLOFRESH         DEU 35314369001            EUR             67,67      Umsatz vom 09.12.2024      MC Hauptkarte Basislastschrift","","-67,67"
"2024-12-10","Kreditkarte","","CAFE IM SCHMUCKMUSEUM      DEU Pforzheim              EUR             47,00      Umsatz vom 08.12.2024      MC Hauptkarte Basislastschrift","Restaurants & Dining","-47,00"
"2024-12-10","Kreditkarte","","Alnatura Produktions u     DEU Karlsruhe              EUR             60,48      Umsatz vom 07.12.2024      MC Hauptkarte Basislastschrift","","-60,48"
"2024-12-10","Kreditkarte","","DM-Drogerie Markt          DEU Karlsruhe              EUR             76,10      Umsatz vom 07.12.2024      MC Hauptkarte Basislastschrift","Pharmacy & Health","-76,10"
"2024-12-10","Kreditkarte","","SumUp  *Jutta Becker K     DEU Karlsruhe              EUR             22,00      Umsatz vom 07.12.2024      MC Hauptkarte Basislastschrift","","-22,00"
"2024-12-10","Kreditkarte","","C&A Haus 0070              DEU Pforzheim              EUR             48,97      Umsatz vom 07.12.2024      MC Hauptkarte Basislastschrift","Online Shopping","-48,97"
"2024-12-10","Kreditkarte","","TeeGschwendner Baumbus     DEU Pforzheim              EUR             53,40      Umsatz vom 07.12.2024      MC Hauptkarte Basislastschrift","Public Transportation","-53,40"
"2024-12-10","Kreditkarte","","ALDI SUED                  DEU Calw                   EUR            109,01      Umsatz vom 06.12.2024      MC Hauptkarte Basislastschrift","Groceries","-109,01"
"2024-12-10","Kreditkarte","","OSIANDER 28 2              DEU Calw                   EUR             94,51      Umsatz vom 06.12.2024      MC Hauptkarte Basislastschrift","","-94,51"
"2024-12-09","Kreditkarte","","B ckerei Raisch            DEU Pforzheim              EUR              8,95      Umsatz vom 05.12.2024      MC Hauptkarte Basislastschrift","","-8,95"
"2024-12-06","Kreditkarte","","KATZ DER B CKER GMBH       DEU PFORZHEIM              EUR             20,00      Umsatz vom 04.12.2024      MC Hauptkarte Basislastschrift","","-20,00"
"2024-12-05","Kreditkarte","","momox AG                   DEU Berlin                 EUR            164,88      Umsatz vom 03.12.2024      MC Hauptkarte Basislastschrift","","-164,88"
"2024-12-05","Kreditkarte","","Amazon.de*UF1642NT5        LUX AMAZON.DE              EUR            105,98      Umsatz vom 03.12.2024      MC Hauptkarte Basislastschrift","Online Shopping","-105,98"
"2024-12-04","Kreditkarte","","CAMPING WAGNER             DEU NIDDA                  EUR             15,36      Umsatz vom 02.12.2024      MC Hauptkarte Basislastschrift","","-15,36"
"2024-12-04","Kreditkarte","","AMZN Mktp DE*R76JX1E15     LUX 800-279-6620           EUR             44,67      Umsatz vom 02.12.2024      MC Hauptkarte Basislastschrift","","-44,67"
"2024-12-04","Kreditkarte","","PAYPAL *HELLOFRESH         DEU 35314369001            EUR             67,67      Umsatz vom 02.12.2024      MC Hauptkarte Basislastschrift","","-67,67"
"2024-12-03","Kreditkarte","","CAMPING WAGNER             DEU NIDDA                  EUR             67,96      Umsatz vom 01.12.2024      MC Hauptkarte Basislastschrift","","-67,96"
"2024-12-02","Kreditkarte","","Abrechnung vom 29.11.2024  MC Hauptkarte ?berweisungsgutschr.","","2488,36"
"2024-11-27","Kreditkarte","","SP SAINT CHARLES           AUT WIEN                   EUR            176,00      Umsatz vom 25.11.2024      MC Hauptkarte Basislastschrift","","-176,00"
"2024-11-27","Kreditkarte","","REWE Pforzheim/Nor         DEU Pforzheim              EUR             21,27      Umsatz vom 25.11.2024      MC Hauptkarte Basislastschrift","Groceries","-21,27"
"2024-11-26","Kreditkarte","","CAFE IM SCHMUCKMUSEUM      DEU Pforzheim              EUR            110,00      Umsatz vom 24.11.2024      MC Hauptkarte Basislastschrift","Restaurants & Dining","-110,00"
"2024-11-26","Kreditkarte","","SAS SAS HOTDIS             FRA BERNOLSHEIM            EUR             30,05      Umsatz vom 23.11.2024      MC Hauptkarte Basislastschrift","","-30,05"
"2024-11-26","Kreditkarte","","Le FOURNIL DES V           FRA ST AUBIN SUR           EUR              5,00      Umsatz vom 23.11.2024      MC Hauptkarte Basislastschrift","","-5,00"
"2024-11-26","Kreditkarte","","PLANETE BIO                FRA SAINT AUBIN S          EUR             36,38      Umsatz vom 23.11.2024      MC Hauptkarte Basislastschrift","","-36,38"
"2024-11-26","Kreditkarte","","Le FOURNIL DES V           FRA ST AUBIN SUR           EUR             28,30      Umsatz vom 23.11.2024      MC Hauptkarte Basislastschrift","","-28,30"
"2024-11-26","Kreditkarte","","INTERMARCHE                FRA TOTES                  EUR             42,33      Umsatz vom 23.11.2024      MC Hauptkarte Basislastschrift","","-42,33"
"2024-11-26","Kreditkarte","","LA VIEILLE AUBERGE         FRA TOTES                  EUR             33,00      Umsatz vom 22.11.2024      MC Hauptkarte Basislastschrift","Taxi & Ridesharing","-33,00"
"2024-11-26","Kreditkarte","","LIDL 3632                  FRA ST AUBIN SUR           EUR             24,79      Umsatz vom 22.11.2024      MC Hauptkarte Basislastschrift","Groceries","-24,79"
